date,skipper_given_names,skipper_family_name,skipper_residence,route,direction
1780/07/29,Patritius,van Remortell,Ostende,Ostende – Memel,east
1780/07/29,Christian,Stahl,Dantzig,Newry – Dantzig,east
1780/07/29,Martin,Hipler,Kønigsberg,Amsterdam – Kønigsberg,east
1780/07/29,Nicolay,Jebsen,Sonderberg,Langesund – Kioge,east
1780/07/29,Søren,Svendsen,Christiansand,Kiøbenhaun – Tronhjem,west
1780/07/29,Andreas,Hansen,Kiøbenhaun,Vlissingen – Kiøbenhaun,east
1780/07/29,Pehr,Olson Juncker,Torekow,Gottenborg – Malmøe,east
1780/07/29,Nils P.,Bohle,Torekow,Halmstad – Kønigsberg,east
1780/07/29,Hendr. J.,Tungberg,Uddewalla,Udewalla – Dantzig,east
1780/07/29,Bengt,Petterson,Baastad,Marstrand – Stockholm,east
1780/07/29,Cornelius,Wulff,Gottenborg,Marstrand – Wisby,east?
1780/07/29,Swen,Ebberson,Baastad,Kongelf – Stockholm,east
1780/07/29,Abraham,Schoedyk,Amsterdam,Amsterdam – Østersøen,east
1780/07/29,Jacob,Jacob,Amsterdam,Amsterdam – Memel,east
1780/07/29,Jacob,Juriens,Peckel,Amsterdam – Østersøen,east
1780/07/29,Jan,Dirks de Reuter,Amsterdam,Ostende – Dantzig,east
1780/07/29,Jacob,Hommes,Lemmer,Riga – Amsterdam,west
1780/07/29,Herman,Ages,Amsterdam,Cadix – Østersøen,east
1780/07/29,Olfert,Hendricks,Amsterdam,Bordeaux – St. Petersborg,east
1780/07/29,Olfert,Hendricks,Amsterdam,Bordeaux – Sundet,east
1780/07/29,Feike,Michiels,Amsterdam,Amsterdam – St. Petersborg,east
1780/07/30,Herman Daniel,Hoyer,Lubeck,Bordeaux – Lubeck,east
1780/07/30,Herman Daniel,Hoyer,Lubeck,Bordeaux – Sundet,east
1780/07/30,Asmus,Carbuhn,Fehmern,Fehmern – Bergen,west
1780/07/30,Søren,Pedersen Suhr,Præstøe,Tonsberg – Præstøe,east
1780/07/30,Mathias,Grøn,Laurvig,Laurvig – Kiøbenhaun,east
1780/07/30,Morten,Halversen,Moss,Moss – Kiøbenhaun,east
1780/07/30,Hans Peter,Petersen,Aarhuus,Aarhuus – Kønigsberg,east
1780/07/30,Hans,Wilcken,Barth,Stockton – Barth,east
1780/07/30,Jøns,Swenson,Aahuus,Gottenborg – Kiøbenhaun,east
1780/07/30,Anders,Akasson,Landscrone,Gottenborg – Landscrone,east
1780/07/30,Nils,Pehrson,Baastad,Marstrand – Nykiøping,east
1780/07/30,Nils,Beck,Gottenborg,Marstrand – St. Petersborg,east
1780/07/30,Jan,Geerts Smith,Groningen,Poole – Østersøen,east
1780/07/30,Gerrit,Robyns,Vriesland,Dieppe – Østersøen,east
1780/07/30,Peter Friderich,Edloffs,Amsterdam,Amsterdam – Kiøbenhaun,east
1780/07/30,Johannes,Nissen,Amsterdam,Kiøbenhaun – Amsterdam,west
1780/07/30,Evert Hendrick,Schortenbrock,ter Peckel,Pillau – Amsterdam,west
1780/07/30,Jacob,Annes,ter Henne,Ahrensborg – Schiedam,west
1780/07/30,Claas,Geerts,Rotterdam,Liebau – Rotterdam,west
1780/07/31,Swen,Broberg,Kongsbacke,Malmøe – Kongsbacka,west
1780/07/31,John,Stædius,Carlshavn,Carlshavn – Gottenborg,west
1780/07/31,Jan,Steffens Lubben,Hamborg,Pillau – Archangel,west
1780/07/31,Hinrick,Gallenback,Rostock,Rostock – Bergen,west
1780/07/31,Nicolay,Nissen,Riga,Riga – Bordeaux,west
1780/07/31,Ole,Hansen,Mandahl,Kiøbenhaun – Mandahl,west
1780/07/31,Hegelund Andreas,Undahl,Mandahl,Kiøbenhaun – Mandahl,west
1780/07/31,Hans,Jacobsen Engøe,Sandefiord,Kiøbenhaun – Laurvig,west
1780/07/31,Johan,Christians,Amrum,Kiøbenhaun – Amsterdam,west
1780/07/31,Niels,Fischer,Kiøbenhaun,Dantzig – Christiansund,west
1780/07/31,Rasmus,Knudsen,Nordborg,Rugenwalde – Mallaga,west
1780/07/31,Iver,Nissen,Aalborg,Libau – Amsterdam,west
1780/07/31,Lars,Nielse Metz,Christiansand,Riga – Nantes,west
1780/07/31,John,Harrowar,Borrowstoness,Borrowstoness – Kiøbenhavn,east
1780/07/31,Jacob,Robinson,Newcastle,Stettin – London,west
1780/07/31,John,Stranbridge,Londondery,St. Petersborg – Londondery,west
1780/07/31,Robert,McCleland,Belfast,St. Petersborg – Belfast,west
1780/07/31,George,Bredwath,Scarbourg,Memel – London,west
1780/07/31,William,Wilson,Stockton,Stockholm – Hull,west
1780/07/31,Lars,Lundgreen,Kongsbacke,Malmøe – Kongsbacka,west
1780/07/31,Anders,Bolin,Kullen,Malmøe – Gottenborg,west
1780/07/31,Stephan,Ebbason,Torekow,Landscrone – Gottenborg,west
1780/07/31,Pehr,Nilson,Skipperkrogen,Marstrand – Calmar,east
1780/07/31,Daniel,Nordman,Wasa,Wasa – London,west
1780/07/31,Martin,Wallis,Barth,St. Petersborg – Liworno,west
1780/08/01,Johannes Elias,Mores,Dantzig,Belfast – Dantzig,east
1780/08/01,Cornelis Bruyn,Volckers,Dantzig,Belfast – Dantzig,east
1780/08/01,Gerrit,Wygers Smidt,Embden,Morlaix – Stettin,east
1780/08/01,Christian,Barthelt,Stettin,Amsterdam – Stettin,east
1780/08/01,Ole,Andersen Medgaarden,Thiomøe,Laurvig – Kiøbenhaun,east
1780/08/01,Michel,Abrahamsen,Notterøe,Moss – Helsingøer,east
1780/08/01,Hans Christian,Moldt,Kiøbenhaun,Kiøbenhaun – Drammen,west
1780/08/01,Seneca,Nygaard,Bergen,St. Petersborg – Bergen,west
1780/08/01,John,Mabb,Hull,Hull – St. Petersborg,east
1780/08/01,Nils,Nilson,Malmøe,Gottenborg – Malmøe,east
1780/08/01,Anders,Appelberg,Warberg,Malmøe – Warberg,west
1780/08/01,Anders,Lund,Warberg,Malmøe – Warberg,west
1780/08/01,Jøns p.,Kock,Torekow,Malmøe – Gottenborg,west
1780/08/01,Claus,Aschlund,Carlscrone,Calmar – Gottenborg,west
1780/08/01,Jøns,Nyman,Torekow,Ystad – Gottenborg,west
1780/08/01,Wessel,Hendriks,Peckel,Amsterdam – Østersøen,east
1780/08/01,Dirk,Jurjens Tikker,Groningen,Zoltkamp – Østersøen,east
1780/08/01,Arend,Jans Oltman,Peckel,Amsterdam – Østersøen,east
1780/08/01,Frikke,Windels,Groningen,Pillau – Amsterdam,west
1780/08/02,Robert,Scotland,Alloa,Alloa – Kiøbenhavn,east
1780/08/02,James,Ellis,Borlington,Stockholm – Hull,west
1780/08/02,Maans,Pehrson,Kullen,Kullen – Malmøe,east
1780/08/02,Johan,Jonson,Kullen,Udewalla – Stockholm,east
1780/08/02,Jøns,Nilson,Torekow,Marstrand – Stockholm,east
1780/08/02,Hindr. J.,Ludwigson,Gottenborg,Marstrand – Stockholm,east
1780/08/02,Anders,Axelson,Baastad,Marstrand Gottenborg – Reval,east?
1780/08/02,Pehr,Nilson,Gottenborg,Narva – Gottenborg,west
1780/08/03,Johan,Edlers,Toningen,Kiøbenhaun – Ostende,west
1780/08/03,Paulus,Jansen,Kiøbenhaun,Strad David – Kiøbenhaun,east
1780/08/03,James,Reed,Hull,Narwa – Hull,west
1780/08/03,John,Truedson,Halmstad,Halmstad – Danmark,east
1780/08/03,Nils P.,Strøm,Torekow,Halmstad – Østersøen,east
1780/08/03,Pehr,Kock,Torekow,Marstrand – Stockholm,east
1780/08/03,Hans,Michelson,Torekow,Marstrand – Kønigsberg,east
1780/08/03,Jøns,Zornou,Stralsund,Stockholm – Dortrecht,west
1780/08/03,Petter,Werfgreen,Gefle,Gefle – Hull,west
1780/08/03,Jan,Luys,Groningen,Amsterdam – Østersøen,east
1780/08/03,Roelof,Claasens Koop,Peckel,Amsterdam – Østersøen,east
1780/08/03,Jan,Poppes de Vries,de Lemmer,Pernau – Figueira,west
1780/08/04,Heinrick,Lauenstein,Hamborg,Memel – Brest,west
1780/08/04,Niss,Hanssen,Riga,Riga – Nantes,west
1780/08/04,Michel,Engel,Stettin,Stettin – London,west
1780/08/04,Jacob,Kreft,Kønigsberg,Liwerpool – Stettin,east
1780/08/04,Johan Nathanel,Toeve,Dantzig,Dantzig – Amsterdam,west
1780/08/04,Hans,Asbiornsen Netland,Flechefiord,Flechefiord – Kiøbenhaun,east
1780/08/04,Hans,Hansen Grøn,Laurvig,Sandefiord – Kiøbenhaun,east
1780/08/04,Didrich,Guttormsen,Thiomøe,Friderichstad – Kiøbenhaun,east
1780/08/04,Søren,Olsen,Aalborg,Kønigsberg – Aalborg,west
1780/08/04,Hans,Rastrup,Bergen,St. Petersborg – Bergen,west
1780/08/04,Andreas,Jensen Prest,Dragøe,St. Petersborg – Bergen,west
1780/08/04,Niels,Nielsen,Odensee,St. Petersborg – Bergen,west
1780/08/04,Christopher,Brandt,Swenborg,Kønigsberg – Bergen,west
1780/08/04,Robin,Fetch,Kiøbenhaun,Brasillien – Kiøbenhaun,east
1780/08/04,Hans,Schade,Sonderborg,Liebau – Port a Port,west
1780/08/04,Peter,Mathiesen Koed,Flensborg,St. Petersborg – Livorno,west
1780/08/04,Christian,Jurgensen,Kiøbenhaun,Genua og Menton – Kiøbenhaun,east?
1780/08/04,Jan,Nielsen Tydsch,Dragøe,Christiania – Brandholm,east
1780/08/04,Søren,Hansen Toyen,Tonsberg,Friderichshald – Danmark,east
1780/08/04,Christopher,Kiolsen Nass,Tonsberg,Kiøbenhaun – Friderichshad,west
1780/08/04,Ole,Evil,Bergen,Kønigsberg – Bergen,west
1780/08/04,Michel,Kragh,Bergen,Kønigsberg – Bergen,west
1780/08/04,Christen,Nicolaysen,Svendborg,Kønigsberg – Bergen,west
1780/08/04,Valentin,Huun,Bergen,St. Petersborg – Bergen,west
1780/08/04,Theys,Petersen Clemens,Kiøbenhaun,Kiøbenhaun – St. Croix,west
1780/08/04,Andreas,Jordt,Flensborg,St. Croix – Kiøbenhaun,east
1780/08/04,Jens,Hansen,Farøe,Bergen – Kiøbenhaun,east
1780/08/04,Friderich Christian,Schløsser,Cappel,Bergen – Stettin,east
1780/08/04,Boye,Bohn,Kiøbenhaun,Grønland – Kiøbenhaun,east
1780/08/04,Hans,Mathiesen Dahl,Riibe,Pernau – Port a Port,west
1780/08/04,Johan Christian,Johansen,Helsingøer,St. Petersborg – Amsterdam,west
1780/08/04,Tacke,Boyesen,Kiøbenhaun,Bordeaux – Kiøbenhaun,east
1780/08/04,Anders,Sorensen Gyde,Aarhuus,Tronhjem – Kiøbenhaun,east
1780/08/04,John,Nuccøl,Borrowstoness,Borrowstoness – Kiøbenhavn,east
1780/08/04,Robert,Gladston,Newcastle,Stettin – London,west
1780/08/04,William,Malkin,Whitby,Dantzig – London,west
1780/08/04,Richard,Fletcher,Lewerpool,St. Petersborg – Lewerpool,west
1780/08/04,Andrew,Wilson,Saltcoats,St. Petersborg – Saltcoats,west
1780/08/04,Thomas,Barmby,Hull,Dantzig – Hull,west
1780/08/04,George,Skirwing,Leith,St. Petersborg – Leith,west
1780/08/04,John,Wise,Hull,Narva og Rewal – Hull,west?
1780/08/04,John,Sharp,Hull,Narva – Hull,west
1780/08/04,John,Stein,Leith,St. Petersborg – Leith,west
1780/08/04,Olof,Jønson,Halmstad,Halmstad – Danmark,east
1780/08/04,Johan,Walund,Gefle,Hull – Gefle,east
1780/08/04,Albrecht,Berg,Uddewalla,Kønigsberg – Uddewalla,west
1780/08/04,Bengt,Corfitson,Kullen,Westerwick – Gottenborg,west
1780/08/04,Ludwig,Berggreen,Calmar,Gottenborg – Calmar,east
1780/08/04,Nils,Ebbeson,Torekow,Kongelf – Stockholm,east
1780/08/04,Hans,Nilson,Baastad,Udewalla – Gefle,east
1780/08/04,Abraham,Bengtson,Baastad,Gottenborg – Nykiøping,east
1780/08/04,Jeppe,Trulson,Kullen,Marstrand – Kønigsberg,east
1780/08/04,Ake,Hafverberg,Gottenborg,Gottenborg – Østersøen,east
1780/08/04,Petter,Fisk,Kullen,Stockholm – Gottenborg,west
1780/08/04,Martin,Mitzner,Gottenborg,Stockholm – Embden,west
1780/08/04,Torkel N.,Juncker,Gottenborg,Gottenborg – Østersøen,east
1780/08/04,Paul,Mortenson,Gottenborg,Gottenborg – Østersøen,east
1780/08/04,David,Steding,Wolgast,Gottenborg – Wolgast,east
1780/08/04,Isac,Gedda,Gottenborg,Stockholm – Gottenborg,west
1780/08/04,Johan,Wandberg,Gefle,Gefle – Hull,west
1780/08/04,Jacob,Horn,Stockholm,Stockholm – Bristol,west
1780/08/04,Eric,Lindgren,Stockholm,Stockholm – Lissabon,west
1780/08/04,Jacob,Wallis,Barth,St. Petersborg – Bordeaux,west
1780/08/04,Peter,Steinorth,Gottenborg,Riga – Genua,west
1780/08/04,Geert,Jans Boscob,Peckel,Kønigsberg – Amsterdam,west
1780/08/04,Fredrich,Hansen,Dockum,Kønigsberg – Embden,west
1780/08/04,Jan,Oukes Nordraven,Vriesland,Liebau – Rotterdam,west
1780/08/04,Edde,Oncken,Edam,Kønigsberg – Amsterdam,west
1780/08/04,Jan,Hendricks Outjes,de Lemmer,Riga – Port a Port,west
1780/08/04,Bocke,Heeres,Vriesland,Riga – Amsterdam,west
1780/08/04,Sytse Paules,Schuyl,Amsterdam,St. Petersborg – Amsterdam,west
1780/08/04,Barendt,Janse Visser,Amsterdam,St. Petersborg – Amsterdam,west
1780/08/04,Harm,Hendricks,Groningen,Amsterdam – Østersøen,east
1780/08/04,Jan,Voss,Hoorn,Riga – Amsterdam,west
1780/08/04,Pier,Hansen,Worckum,Windau – Amsterdam,west
1780/08/04,Jan,de Jonge,Rotterdam,Liebau – Barcellona,west
1780/08/04,Seitje,Jans,Amsterdam,Memel – Port a Port,west
1780/08/04,Pieter,Hansen,Dockum,Riga – Holleslot,west
1780/08/04,Foppe,Foppes Baas,Amsterdam,Riga – Amsterdam,west
1780/08/05,Casper,Evers,Bremen,Memel – St. Malo,west
1780/08/05,Luis Roez,Vianna,Lissabon,St. Petersborg – Lissabon,west
1780/08/05,Jochim,Schultz,Dantzig,Riga – Hoorn,west
1780/08/05,Lorentz Michel,Gotschalk,Stettin,St. Petersborg – Amsterdam,west
1780/08/05,Paul,Moderov,Stettin,St. Petersborg – Amsterdam,west
1780/08/05,Richard,Shursby,Newcastle,London – St. Petersborg,east
1780/08/05,Henry,Dowesland,Whitby,London – St. Petersborg,east
1780/08/05,William,Hustler,Whitby,London – Dantzig,east
1780/08/05,John,Chapman,Whitby,London – St. Petersborg,east
1780/08/05,John,Skrivener,Borlington,London – St. Petersborg,east
1780/08/05,James,Grant,Newcastle,London – St. Petersborg,east
1780/08/05,James,Wallis,Shields,London – St. Petersborg,east
1780/08/05,William,Midleton,Whitby,London – St. Petersborg,east
1780/08/05,John,Pressick,Whitby,London – St. Petersborg,east
1780/08/05,Robert,Hodgson,Whitby,London – St. Petersborg,east
1780/08/05,Storey,Hebdon,Shields,London – St. Petersborg,east
1780/08/05,Robert,Stephenson,Shields,London – Stettin,east
1780/08/05,Joshua,Kneshaw,Whitby,London – St. Petersborg,east
1780/08/05,Scarth,Stockton,Whitby,London – Riga,east
1780/08/05,William,Graham,Shields,London – St. Petersborg,east
1780/08/05,Isaac,Nicholson,Newcastle,London – St. Petersborg,east
1780/08/05,James,Harrison,Shields,London – Stettin,east
1780/08/05,Jonathan,Dale,Shields,London – Riga,east
1780/08/05,Richard,Feard,Newcastle,London – Memel,east
1780/08/05,W. K.,Greenwill,Newcastle,London – Stettin,east
1780/08/05,Thomas,Chilton,Whitby,London – St. Petersborg,east
1780/08/05,Thomas,Pyman,Whitby,Portsmouth – Riga,east
1780/08/05,David,Bartleman,Newcastle,London – Rugenwalde,east
1780/08/05,Robert,Preston,Whitby,London – Riga,east
1780/08/05,John,Huntres,Shields,London – Stettin,east
1780/08/05,Robert,Sadler,London,London – Stettin,east
1780/08/05,Robert,Sadler,London,London – Sundet,east
1780/08/05,John,Gatcliff,Hull,Memel – Sunderland,west
1780/08/05,John,Wells,London,London – St. Petersborg,east
1780/08/05,John,Matson,Sealock,St. Petersborg – Sealock,west
1780/08/05,Ralph,Ware,Stockton,Riga – Catham,west
1780/08/05,William,Steel,London,St. Petersborg – London,west
1780/08/05,Anders,Lind,Malmøe,Gottenborg – Malmøe,east
1780/08/05,Pehr,Jønson,Skipperkrogen,Gottenborg – Malmøe,east
1780/08/05,Haakan,Bengtson,Torekow,Stockholm – Uddewalla,west
1780/08/05,Herman,Schuth,Barth,Stockholm – Aalborg,west
1780/08/05,Olof,Torbiørnen,Malmøe,Malmøe – Falkenberg,west
1780/08/05,Jøns,Olofson,Skipperkrogen,Calmar – Gottenborg,west
1780/08/05,Pehr,Jønson,Torekow,Stockholm – Gottenborg,west
1780/08/05,Nils,Nilson,Malmøe,Malmøe – Gottenborg,west
1780/08/05,Pehr Ols.,Juncker,Torekow,Malmøe – Gottenborg,west
1780/08/05,Anders,Jønson,Baastad,Stockholm – Gottenborg,west
1780/08/05,John,Martenson,Gottenborg,Gottenborg – Østersøen,east
1780/08/05,Johan,Forstrøm,Abo,Abo – Amsterdam,west
1780/08/05,Johan,Wallgreen,Uddewalla,Dantzig – Uddewalla,west
1780/08/05,Olof N.,Juncker,Torekow,Gottenborg – Stockholm,east
1780/08/05,Esaias,Fellman,Uleaborg,Uleaborg – Amsterdam,west
1780/08/05,Peter,Maybom,Gottenborg,Calmar – Livorno,west
1780/08/05,Michael,Klopstock,Stockholm,Gottenborg – Stockholm,east
1780/08/06,Hans,Jensen,Riga,St. Petersborg – Nantes,west
1780/08/06,Johan Fridr.,Lasch,Hamborg,Riga – Lissabon,west
1780/08/06,Claus Teunis,de Jonge,St. Petersborg,St. Petersborg – Bordeaux,west
1780/08/06,Christoffer,Giese,Stettin,Kønigsberg – Amsterdam,west
1780/08/06,Johan,Roeder,Dantzig,Pillau – Brygge,west
1780/08/06,Luytje,Luytjes,Embden,Riga – Holleslot,west
1780/08/06,Marcus,Lang,Lubeck,Bordeaux – Lubeck,east
1780/08/06,Thomas,Becker,Kønigsberg,St. Petersborg – Havre de Grace,west
1780/08/06,James,Finchitt,Lewerpool,London – St. Petersborg,east
1780/08/06,Proud,Longdill,Whitby,Yarmouth – St. Petersborg,east
1780/08/06,Thomas,Hall,Scarbourg,London – St. Petersborg,east
1780/08/06,Ingram,Thompson,Whitby,London – Stettin,east
1780/08/06,William,Broderick,Whitby,London – St. Petersborg,east
1780/08/06,Thomas,Darnell,Stockton,London – St. Petersborg,east
1780/08/06,William,Dodds,Scarbourg,London – Memel,east
1780/08/06,John,Headley,Scarbourg,London – Stettin,east
1780/08/06,John,Fotherley,Bristol,London – St. Petersborg,east
1780/08/06,Charles,Hill,Stockton,London – St. Petersborg,east
1780/08/06,Henry,Sibbet,Newcastle,Newcastle – Stettin,east
1780/08/06,Walter,Wallis,Kirkaldy,London – Memel,east
1780/08/06,John,Chandeler,London,Wyborg – London,west
1780/08/06,John,Emblington,Hull,Wyborg – Hull,west
1780/08/06,Robert,King,Hull,Wyborg – Hull,west
1780/08/06,Cuthbert,Broderick,Hull,Wyborg – Hull,west
1780/08/06,Edward,Brown,Leith,Riga – Leith,west
1780/08/06,Robert,Waller,London,London – St. Petersborg,east
1780/08/06,Robert,Thompson,Lewerpool,Riga – Lewerpool,west
1780/08/06,Dawid,Key,Dundee,Riga – Dundee,west
1780/08/06,John,Gardner,Sealock,St. Petersborg – Sealock,west
1780/08/06,Thomas,Brown,Dundee,Riga – Dundee,west
1780/08/06,Francis,Swinburn,Yarmouth,Riga – Woolwich,west
1780/08/06,Richard,Mallison,Hull,Kønigsberg – Hull,west
1780/08/06,Thomas,Medcalf,London,London – St. Petersborg,east
1780/08/06,William,Painter,Truro,Truro – St. Petersborg,east
1780/08/06,William,Smith,London,London – St. Petersborg,east
1780/08/06,Thomas,Rogers,Plymouth,St. Petersborg – Plymouth,west
1780/08/06,Anders,Hanson,Uddewalla,Malmøe – Uddewalla,west
1780/08/06,Eric,Kierman,Ystad,Stockholm – Kongelf,west
1780/08/06,Daniel,Rohsland,Barth,Stralsund – Bergen,west
1780/08/06,Rasmus,Matson,Ystad,Stockholm – Kongelf,west
1780/08/06,Maans,Pehrson,Kullen,Landscrone – Gottenborg,west
1780/08/06,Mathias,Pehrson,Skipperkrogen,Landscrone – Gottenborg,west
1780/08/06,Elias,Landberg,Ystad,Gottenborg – Ystad,east
1780/08/06,Nils,Anderson,Lysekihl,Pillau – Uddewalla,west
1780/08/06,Clement,Anderson,Lysekihl,Pillau – Uddewalla,west
1780/08/06,Helje,Norgreen,Kullen,Malmøe – Uddewalla,west
1780/08/06,Carl,Magnusson,Ystad,Ystad – Gottenborg,west
1780/08/06,Pehr,Pehrson,Ramsiø,Stralsund – Gottenborg,west
1780/08/06,Mathias,Bottlin,Brahestad,Brahestad – Nordsøen,west
1780/08/06,Jacob,Brandenborg,Stralsund,Stockholm – Middelborg,west
1780/08/06,Magn. Albr.,Schale,Stockholm,Stockholm – Amsterdam,west
1780/08/06,Hans P.,Kryse,Gottenborg,Narva – Gottenborg,west
1780/08/06,Johan,Solitander,Stockholm,Stockholm – Livorno,west
1780/08/06,Joh. Ph.,Underborg,Øregrund,Stockholm – Dordrecht,west
1780/08/06,Hans Joach.,Kock,Stockholm,Riga – Lissabon,west
1780/08/06,Claus,Parrow,Barth,Gefle – London,west
1780/08/06,Abraham,Falley,Norkiøbing,Marstrand – Nykiøping,east
1780/08/06,Eric,Lofvenberg,Stockholm,Riga – Genua,west
1780/08/06,Casper,Blaffert,Stockholm,Stockholm – Lissabon,west
1780/08/06,Hans,Schel,Barth,Stockholm – Aalborg,west
1780/08/06,Martin,Harrings de Koe,de Lemmer,Kønigsberg – Amsterdam,west
1780/08/06,Jacob,Tjerds van der Wall,Heereven,Kønigsberg – Amsterdam,west
1780/08/06,Lucas,Hendricks,Schellingwou,Riga – Amsterdam,west
1780/08/06,Ietse,Jacobs,Vriesland,Memel – Port a Port,west
1780/08/06,Jacob,Visser,Saardam,Riga – Amsterdam,west
1780/08/06,Pieter,Boerhorst,Amsterdam,Riga – Amsterdam,west
1780/08/07,Johan Jacob,Jantzen,Dantzig,Rochester – Dantzig,east
1780/08/07,Pieter,Boumann,Ostende,Wyborg – Ostende,west
1780/08/07,Michel,Abrahamsen,Notterøe,Helsingøer – Tonsberg,west
1780/08/07,Lars,Evil,Bergen,Kønigsberg – Bergen,west
1780/08/07,Hans J.,Boye,Bergen,Bergen – Kønigsberg,east
1780/08/07,Aanon,Nielsen,Aalborg,Narva – Aalborg,west
1780/08/07,Niels,Nielsen,Flensborg,Pernau – Port a Port,west
1780/08/07,George,Stead,Borrowstoness,Borrowstoness – Kiøbenhavn,east
1780/08/07,James,Marshall,Eymouth,St. Petersborg – Eymouth,west
1780/08/07,William,Elvidge,Hull,Wyborg – Hull,west
1780/08/07,Thomas,Herbert,Kirkham,St. Petersborg – Kirkham,west
1780/08/07,Andrew,Bisset,London,London – Kiøbenhavn,east
1780/08/07,Andrew,Bisset,London,London – Stettin,east
1780/08/07,Swen,Witt,Carlshavn,Carlshavn – Marstrand,west
1780/08/07,Pehr,Ebbeson,Ramsiø,Stralsund – Halmstad,west
1780/08/07,Nils,Pehrson,Torekow,Gottenborg – Stockholm,east
1780/08/07,Olof,Anderson,Lysekihl,Pillau – Uddewalla,west
1780/08/07,Ebbe Er.,Juncker,Torekow,Gottenborg – Kiøbenhaun,east
1780/08/07,Anders Em.,Cohlberg,Gamle Carleby,Gamle Carleby – Genua,west
1780/08/07,Jøns,Swenson,Stockholm,Stockholm – London,west
1780/08/07,Casper,Nyberg,Stockholm,Stockholm – Amsterdam,west
1780/08/07,Joh. Ch.,Remmert,Stralsund,Stockholm – Dublin,west
1780/08/07,Jacob,Akerman,Stockholm,Stockholm – Lissabon,west
1780/08/07,Friderich,Rundbom,Carlscrone,Carlscrone – Amsterdam,west
1780/08/07,Christ. Ludw.,Pyhlman,Uddewalla,Carlscrone – Uddewalla,west
1780/08/07,Nils,Møller,Kullen,Kongelf – Stockholm,east
1780/08/07,C. Magnus,Møller,Carlscrone,Carlshavn – Hull,west
1780/08/07,Swen,Staffanson,Torekow,Gottenborg – Kiøbenhaun,east
1780/08/07,Fridrich,Juncker,Gottenborg,Kønigsberg – Gottenborg,west
1780/08/07,Johan,Malberg,Stockholm,Stockholm – Brest,west
1780/08/07,Joh. Hindr.,Urwæder,Gamle Carleby,Gamle Carleby – Genua,west
1780/08/07,Gustaw,Sevehn,Uleaborg,Uleaborg – Livorno,west
1780/08/07,Joh. Christ.,Wallis,Stralsund,Libau – Amsterdam,west
1780/08/07,Johan,Segerbrecht,Stockholm,Stockholm – Dublin,west
1780/08/07,Poul,Rommare,Gottenborg,Gottenborg – Østersøen,east
1780/08/07,Harman,Harmanides,Amsterdam,London – Østersøen,east
1780/08/07,Auke,Rinkes,Amsterdam,Wyborg – Mallaga,west
1780/08/07,Volkert,Theuniss,Amsterdam,Wyborg – Amsterdam,west
1780/08/07,Roelof,Pieters Schuering,Peckel,Riga – Amsterdam,west
1780/08/07,Sibe,Brors,de Lemmer,Kønigsberg – Amsterdam,west
1780/08/07,Sjord,Abes Catt,Amsterdam,Narwa – Amsterdam,west
1780/08/07,Gerrit Johanes,Slop,de Lemmer,Riga – Holleslot,west
1780/08/07,Pieter,Freerksen,Amsterdam,Narwa – Amsterdam,west
1780/08/07,Sievert,Albers,Amsterdam,Riga – Amsterdam,west
1780/08/07,Jan,Lucas,Enckhuisen,Kønigsberg – Port a Port,west
1780/08/08,Hinrich,Gerdes,Rostock,Rostock – London,west
1780/08/08,Harms,Lucas,Memel,Memel – St. Malo,west
1780/08/08,Johan,Rulffes,Bremen,Calmar – Bremen,west
1780/08/08,Johan,Wessels,Bremen,Calmar – Bremen,west
1780/08/08,Antonio,de Souza Reiz,Port a Port,St. Petersborg – Port a Port,west
1780/08/08,Ignatio Pereira,Pinto,Port a Port,St. Petersborg – Port a Port,west
1780/08/08,Peter,Andersen,Swenborg,Kønigsberg – Bergen,west
1780/08/08,Theys,Passer,Dragøe,Kønigsberg – Stavanger,west
1780/08/08,John,Worns,Linn,Memel – Linn,west
1780/08/08,Thomas,Hall,Linn,Memel – Linn,west
1780/08/08,John,Kidd,Dundee,St. Petersborg – Dundee,west
1780/08/08,David,Clarck,London,St. Petersborg – London,west
1780/08/08,John,Davis,Kirkham,Narwa – Kirkham,west
1780/08/08,Thomas,Grenaway,Corck,St. Petersborg – Corck,west
1780/08/08,Alexander,Comb,London,St. Petersborg – London,west
1780/08/08,Henry,Curling,London,St. Petersborg – London,west
1780/08/08,John,Phillipskirck,Hull,Narwa – Hull,west
1780/08/08,John,Brocklesby,Hull,Narwa – Hull,west
1780/08/08,Lieuve,Teyes,Worckum,Riga – Holleslot,west
1780/08/08,Philippus,Johanes,Amsterdam,St. Petersborg – Amsterdam,west
1780/08/08,Leendert,de Lange,Amsterdam,St. Petersborg – Lissabon,west
1780/08/08,Eschel,Ruurds,Amsterdam,St. Petersborg – Amsterdam,west
1780/08/09,Caspar,Tøppe,Rostock,St. Petersborg – Amsterdam,west
1780/08/09,Johan Carl,Kirsch,Dantzig,Dantzig – Portsmouth,west
1780/08/09,Karsten,Jans Kock,Spikeroog,Kønigsberg – Amsterdam,west
1780/08/09,Jacob,Lutke,Kønigsberg,Seudris – Kønigsberg,east
1780/08/09,Johan Jacob,Ludtke,Kønigsberg,Kønigsberg – London,west
1780/08/09,Ole,Finsen,Notterøe,Moss – Helsingøer,east
1780/08/09,Peter,Schoug,Friderichshald,Friderichshald – Danmark,east
1780/08/09,Hinrich,Moldenhauer,Holmestrand,Kiøbenhaun – Holmestrand,west
